"","latitude","longitude","brightness","scan","track","acq_date","acq_time","version","bright_t31","frp","daynight","bright_ti4","bright_ti5"
"8193",-11.31886,-55.25832,NA,0.58,0.7,"2020-10-22",1624,"2.0NRT",NA,11.4,"D",334.9,273.3
"8194",-11.3195,-55.26382,NA,0.58,0.7,"2020-10-22",1624,"2.0NRT",NA,6.5,"D",329.4,272.8
"8195",-10.23751,-46.94927,NA,0.49,0.4,"2020-10-22",1624,"2.0NRT",NA,14.6,"D",348.8,317.7
"8196",-10.23317,-46.94537,NA,0.49,0.4,"2020-10-22",1624,"2.0NRT",NA,12,"D",354.2,316.8
"8197",-10.2338,-46.94985,NA,0.49,0.4,"2020-10-22",1624,"2.0NRT",NA,14.6,"D",351.6,320.4
"8198",-10.22946,-46.94594,NA,0.49,0.4,"2020-10-22",1624,"2.0NRT",NA,7.6,"D",350.8,320.2
"8199",-10.23134,-46.95939,NA,0.49,0.4,"2020-10-22",1624,"2.0NRT",NA,17,"D",353.5,316.4
"8200",-10.22575,-46.94653,NA,0.49,0.4,"2020-10-22",1624,"2.0NRT",NA,7.6,"D",343.2,318.1
"8201",-9.76632,-43.79813,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,7.1,"D",342.4,309.1
"8202",-10.22141,-46.94263,NA,0.49,0.4,"2020-10-22",1624,"2.0NRT",NA,6.6,"D",341.4,313.2
"8203",-10.22204,-46.94712,NA,0.49,0.4,"2020-10-22",1624,"2.0NRT",NA,6.6,"D",341.8,315.9
"8204",-10.30149,-47.52087,NA,0.52,0.42,"2020-10-22",1624,"2.0NRT",NA,7.2,"D",347.6,311.4
"8205",-10.31546,-47.6226,NA,0.53,0.42,"2020-10-22",1624,"2.0NRT",NA,7.2,"D",339.3,311.1
"8206",-9.76352,-43.80216,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,9,"D",342.6,308.2
"8207",-9.76405,-43.80567,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,9,"D",347.2,308.5
"8208",-10.29764,-47.5214,NA,0.52,0.42,"2020-10-22",1624,"2.0NRT",NA,7.2,"D",338.7,312.9
"8209",-9.75459,-43.8107,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,19.5,"D",351.9,322.6
"8210",-9.75512,-43.81421,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,19.5,"D",335.5,309.1
"8211",-9.71697,-43.58318,NA,0.38,0.36,"2020-10-22",1624,"2.0NRT",NA,6.7,"D",343.9,314.1
"8212",-10.37664,-48.25299,NA,0.39,0.44,"2020-10-22",1624,"2.0NRT",NA,4.3,"D",331.1,305.4
"8213",-10.37166,-48.24635,NA,0.39,0.44,"2020-10-22",1624,"2.0NRT",NA,2.9,"D",330.1,303
"8214",-9.74287,-43.82326,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,19,"D",345.6,310.4
"8215",-9.74339,-43.82677,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,35.6,"D",353.9,312.9
"8216",-10.19235,-46.95185,NA,0.49,0.4,"2020-10-22",1624,"2.0NRT",NA,7.9,"D",342.3,313.3
"8217",-9.74374,-43.86699,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,16.9,"D",338,309.1
"8218",-9.74042,-43.86749,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,16.9,"D",354.1,317.4
"8219",-9.73709,-43.868,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,24.9,"D",347.3,312.9
"8220",-9.73762,-43.87151,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,26.6,"D",350.3,321.2
"8221",-9.73814,-43.87503,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,26.6,"D",349.4,312.6
"8222",-10.19096,-46.95078,NA,0.49,0.4,"2020-10-22",1624,"2.0NRT",NA,8.5,"D",341.7,314.2
"8223",-9.73429,-43.87202,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,26.6,"D",344.5,318.9
"8224",-9.73482,-43.87553,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,26.6,"D",350.2,317.7
"8225",-9.89131,-44.94698,NA,0.4,0.37,"2020-10-22",1624,"2.0NRT",NA,16.2,"D",355.3,305.2
"8226",-9.88792,-44.9475,NA,0.4,0.37,"2020-10-22",1624,"2.0NRT",NA,16.2,"D",338.3,311.4
"8227",-8.53501,-36.43325,NA,0.54,0.51,"2020-10-22",1624,"2.0NRT",NA,7.4,"D",343.1,300.2
"8228",-9.88398,-44.94434,NA,0.4,0.37,"2020-10-22",1624,"2.0NRT",NA,9,"D",345.7,310.7
"8229",-10.35617,-48.25631,NA,0.39,0.44,"2020-10-22",1624,"2.0NRT",NA,4,"D",338.5,302.5
"8230",-10.20826,-47.28701,NA,0.51,0.41,"2020-10-22",1624,"2.0NRT",NA,7.1,"D",348.4,311.1
"8231",-9.8636,-44.94744,NA,0.4,0.37,"2020-10-22",1624,"2.0NRT",NA,11.1,"D",351.3,312.8
"8232",-10.30631,-48.04431,NA,0.56,0.43,"2020-10-22",1624,"2.0NRT",NA,8.4,"D",339.7,307
"8233",-10.25564,-47.70852,NA,0.54,0.42,"2020-10-22",1624,"2.0NRT",NA,5,"D",342,304.7
"8234",-9.70665,-43.93732,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,23.3,"D",349.7,317.6
"8235",-10.23543,-47.59184,NA,0.53,0.42,"2020-10-22",1624,"2.0NRT",NA,7.3,"D",343.1,309
"8236",-10.24426,-47.6552,NA,0.53,0.42,"2020-10-22",1624,"2.0NRT",NA,7.9,"D",345.8,306.8
"8237",-10.24495,-47.66013,NA,0.53,0.42,"2020-10-22",1624,"2.0NRT",NA,8,"D",336.8,309
"8238",-10.24563,-47.66504,NA,0.53,0.42,"2020-10-22",1624,"2.0NRT",NA,8,"D",345.7,308.4
"8239",-10.24632,-47.66996,NA,0.53,0.42,"2020-10-22",1624,"2.0NRT",NA,7.2,"D",343.8,306.1
"8240",-9.70173,-43.92728,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,6.4,"D",340.8,312.6
"8241",-9.70332,-43.93782,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,23.3,"D",353.1,315.1
"8242",-10.24037,-47.6556,NA,0.53,0.42,"2020-10-22",1624,"2.0NRT",NA,7.9,"D",349,305.6
"8243",-10.24174,-47.6655,NA,0.53,0.42,"2020-10-22",1624,"2.0NRT",NA,8,"D",344.3,308.5
"8244",-10.24242,-47.67041,NA,0.53,0.42,"2020-10-22",1624,"2.0NRT",NA,7.2,"D",339.9,308.1
"8245",-9.69946,-43.93481,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,9.1,"D",347.6,309.7
"8246",-9.70104,-43.94538,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,6.9,"D",339.1,312.1
"8247",-9.64704,-43.60894,NA,0.38,0.36,"2020-10-22",1624,"2.0NRT",NA,16.4,"D",367,324.6
"8248",-9.64651,-43.60543,NA,0.38,0.36,"2020-10-22",1624,"2.0NRT",NA,16.4,"D",348.8,319.6
"8249",-9.69771,-43.94588,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,6.9,"D",346.5,314.7
"8250",-10.19475,-47.38415,NA,0.51,0.41,"2020-10-22",1624,"2.0NRT",NA,14.9,"D",344.5,313.8
"8251",-10.22253,-47.58395,NA,0.53,0.42,"2020-10-22",1624,"2.0NRT",NA,6.7,"D",338,308.5
"8252",-9.64425,-43.61295,NA,0.38,0.36,"2020-10-22",1624,"2.0NRT",NA,215.5,"D",367,373.1
"8253",-9.64478,-43.61646,NA,0.38,0.36,"2020-10-22",1624,"2.0NRT",NA,215.5,"D",367,332
"8254",-9.64319,-43.60594,NA,0.38,0.36,"2020-10-22",1624,"2.0NRT",NA,54.1,"D",341.6,314.3
"8255",-9.68911,-43.91119,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,13.3,"D",349.2,310.7
"8256",-9.69438,-43.94638,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,8.1,"D",342.5,314.6
"8257",-9.69491,-43.9499,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,3.9,"D",337.4,311.6
"8258",-10.19225,-47.39406,NA,0.51,0.41,"2020-10-22",1624,"2.0NRT",NA,62.6,"D",352.6,316
"8259",-10.21802,-47.5798,NA,0.53,0.42,"2020-10-22",1624,"2.0NRT",NA,26.2,"D",346.6,309.1
"8260",-10.21868,-47.58451,NA,0.53,0.42,"2020-10-22",1624,"2.0NRT",NA,16.1,"D",339.2,310.4
"8261",-9.64372,-43.60945,NA,0.38,0.36,"2020-10-22",1624,"2.0NRT",NA,54.1,"D",367,336.2
"8262",-9.64251,-43.62396,NA,0.38,0.36,"2020-10-22",1624,"2.0NRT",NA,26.1,"D",347.7,307.7
"8263",-9.68578,-43.91169,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,13.3,"D",350.8,314.3
"8264",-10.18129,-47.3432,NA,0.51,0.41,"2020-10-22",1624,"2.0NRT",NA,10.4,"D",341.1,313.1
"8265",-9.64304,-43.62747,NA,0.38,0.36,"2020-10-22",1624,"2.0NRT",NA,61.3,"D",367,333.8
"8266",-9.64357,-43.63097,NA,0.38,0.36,"2020-10-22",1624,"2.0NRT",NA,61.3,"D",317.3,319.9
"8267",-9.63866,-43.62097,NA,0.38,0.36,"2020-10-22",1624,"2.0NRT",NA,5.3,"D",340.4,307.5
"8268",-9.63919,-43.62447,NA,0.38,0.36,"2020-10-22",1624,"2.0NRT",NA,5.3,"D",341.1,301.2
"8269",-9.63972,-43.62797,NA,0.38,0.36,"2020-10-22",1624,"2.0NRT",NA,27.3,"D",355.6,312.9
"8270",-9.64025,-43.63148,NA,0.38,0.36,"2020-10-22",1624,"2.0NRT",NA,27.3,"D",346.8,308
"8271",-9.68719,-43.94387,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,6.1,"D",339.2,313.9
"8272",-10.17749,-47.34374,NA,0.51,0.41,"2020-10-22",1624,"2.0NRT",NA,8.1,"D",340.9,309.6
"8273",-10.23382,-47.75156,NA,0.54,0.42,"2020-10-22",1624,"2.0NRT",NA,7.2,"D",339.8,304
"8274",-9.6327,-43.60396,NA,0.38,0.36,"2020-10-22",1624,"2.0NRT",NA,19.7,"D",341.6,315.2
"8275",-9.68439,-43.94789,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,6.1,"D",343.2,314.1
"8276",-9.68492,-43.95141,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,18,"D",346.5,317.2
"8277",-9.63323,-43.60746,NA,0.38,0.36,"2020-10-22",1624,"2.0NRT",NA,73.4,"D",367,333.4
"8278",-9.68106,-43.9484,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,14.4,"D",367,314.9
"8279",-9.62937,-43.60447,NA,0.38,0.36,"2020-10-22",1624,"2.0NRT",NA,21.9,"D",355.2,320.7
"8280",-9.6299,-43.60797,NA,0.38,0.36,"2020-10-22",1624,"2.0NRT",NA,11.2,"D",341.5,315.2
"8281",-9.68053,-43.94488,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,14.4,"D",355,313.7
"8282",-9.68159,-43.95192,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,5.8,"D",343.2,311.1
"8283",-9.997,-46.11263,NA,0.44,0.39,"2020-10-22",1624,"2.0NRT",NA,8.4,"D",349.7,315.9
"8284",-9.62552,-43.60147,NA,0.38,0.36,"2020-10-22",1624,"2.0NRT",NA,21.9,"D",351.6,311.4
"8285",-9.65774,-43.88359,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,13.5,"D",344.7,311.1
"8286",-9.65827,-43.88712,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,13.5,"D",350.5,311.6
"8287",-9.41149,-42.29449,NA,0.39,0.37,"2020-10-22",1624,"2.0NRT",NA,4.9,"D",346.4,314
"8288",-9.95174,-45.94674,NA,0.44,0.38,"2020-10-22",1624,"2.0NRT",NA,14.3,"D",356.3,316.6
"8289",-9.97339,-46.0996,NA,0.44,0.38,"2020-10-22",1624,"2.0NRT",NA,8.7,"D",346,315
"8290",-9.64934,-43.89566,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,4.6,"D",335.9,309.8
"8291",-9.96984,-46.10016,NA,0.44,0.38,"2020-10-22",1624,"2.0NRT",NA,8.7,"D",350.2,315.9
"8292",-9.95659,-46.03193,NA,0.44,0.38,"2020-10-22",1624,"2.0NRT",NA,10.7,"D",348.9,317
"8293",-9.64005,-43.87908,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,2.1,"D",349,296.9
"8294",-9.64689,-43.92479,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,5.1,"D",344.4,312.3
"8295",-9.95305,-46.03247,NA,0.44,0.38,"2020-10-22",1624,"2.0NRT",NA,10.7,"D",347,318.1
"8296",-9.95362,-46.0365,NA,0.44,0.38,"2020-10-22",1624,"2.0NRT",NA,10.7,"D",342,314.3
"8297",-10.1679,-47.58698,NA,0.53,0.42,"2020-10-22",1624,"2.0NRT",NA,5.4,"D",339.9,310
"8298",-9.6374,-43.88021,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,9.7,"D",367,311.1
"8299",-9.63687,-43.8767,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,8.8,"D",343.3,308
"8300",-9.95684,-46.03157,NA,0.44,0.38,"2020-10-22",1624,"2.0NRT",NA,8.4,"D",341.1,315.6
"8301",-9.95743,-46.03559,NA,0.44,0.38,"2020-10-22",1624,"2.0NRT",NA,8.4,"D",346,314.4
"8302",-9.6346,-43.88422,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,9.7,"D",348.6,312.1
"8303",-9.80385,-45.01693,NA,0.4,0.37,"2020-10-22",1624,"2.0NRT",NA,3.2,"D",339.8,313.1
"8304",-9.9533,-46.03211,NA,0.44,0.38,"2020-10-22",1624,"2.0NRT",NA,8.4,"D",346.1,317
"8305",-9.95389,-46.03614,NA,0.44,0.38,"2020-10-22",1624,"2.0NRT",NA,8.4,"D",342.4,313.8
"8306",-10.07869,-46.97423,NA,0.49,0.4,"2020-10-22",1624,"2.0NRT",NA,15.2,"D",345.3,318.5
"8307",-10.16592,-47.58529,NA,0.53,0.42,"2020-10-22",1624,"2.0NRT",NA,5.6,"D",339.9,307.2
"8308",-10.16206,-47.58579,NA,0.53,0.42,"2020-10-22",1624,"2.0NRT",NA,5.6,"D",340.6,308.4
"8309",-10.07,-46.9665,NA,0.49,0.4,"2020-10-22",1624,"2.0NRT",NA,42.8,"D",350.5,321.6
"8310",-10.15954,-47.59578,NA,0.53,0.42,"2020-10-22",1624,"2.0NRT",NA,7.9,"D",342.1,308.6
"8311",-10.06629,-46.96702,NA,0.49,0.4,"2020-10-22",1624,"2.0NRT",NA,42.8,"D",367,316.3
"8312",-11.17141,-55.57402,NA,0.6,0.71,"2020-10-22",1624,"2.0NRT",NA,4.5,"D",332.6,279.6
"8313",-9.67795,-44.49384,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,37.1,"D",344.8,315.3
"8314",-9.67459,-44.49435,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,10.1,"D",348.4,311.5
"8315",-9.87679,-45.87708,NA,0.43,0.38,"2020-10-22",1624,"2.0NRT",NA,16,"D",349.7,313.8
"8316",-8.17256,-35.28207,NA,0.33,0.55,"2020-10-22",1624,"2.0NRT",NA,6.1,"D",348.4,294.3
"8317",-8.22008,-35.55157,NA,0.63,0.54,"2020-10-22",1624,"2.0NRT",NA,9,"D",331.2,291.4
"8318",-9.00741,-40.30317,NA,0.47,0.4,"2020-10-22",1624,"2.0NRT",NA,48.7,"D",351.2,317
"8319",-10.16923,-48.09657,NA,0.56,0.43,"2020-10-22",1624,"2.0NRT",NA,16.6,"D",354.6,305.6
"8320",-9.5563,-43.83861,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,24.9,"D",367,317.5
"8321",-10.16526,-48.09717,NA,0.56,0.43,"2020-10-22",1624,"2.0NRT",NA,13.8,"D",340.5,304.3
"8322",-9.55297,-43.8391,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,24.9,"D",352.4,315.1
"8323",-10.15986,-48.08724,NA,0.56,0.43,"2020-10-22",1624,"2.0NRT",NA,20.3,"D",335.6,304.9
"8324",-9.53668,-43.79854,NA,0.38,0.36,"2020-10-22",1624,"2.0NRT",NA,24.9,"D",349.2,308.2
"8325",-9.53283,-43.79554,NA,0.38,0.36,"2020-10-22",1624,"2.0NRT",NA,24.9,"D",353,311.6
"8326",-9.86107,-46.09511,NA,0.44,0.38,"2020-10-22",1624,"2.0NRT",NA,6.7,"D",352.9,311.7
"8327",-9.79695,-45.66907,NA,0.42,0.38,"2020-10-22",1624,"2.0NRT",NA,6.3,"D",339.7,313.9
"8328",-9.6221,-44.48741,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,23.2,"D",346,314.2
"8329",-9.79292,-45.66571,NA,0.42,0.38,"2020-10-22",1624,"2.0NRT",NA,9.3,"D",350.1,315.7
"8330",-9.62081,-44.48825,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,39.5,"D",353.4,314.4
"8331",-9.796,-45.66925,NA,0.42,0.38,"2020-10-22",1624,"2.0NRT",NA,7.3,"D",342.8,314.5
"8332",-9.85852,-46.09519,NA,0.44,0.38,"2020-10-22",1624,"2.0NRT",NA,2.1,"D",340.3,307.5
"8333",-9.79195,-45.66589,NA,0.42,0.38,"2020-10-22",1624,"2.0NRT",NA,9.8,"D",350.2,316
"8334",-9.60793,-44.49391,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,12.4,"D",346.3,316.6
"8335",-9.60846,-44.49749,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,12.4,"D",340.2,314.8
"8336",-9.60457,-44.49442,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,12.4,"D",348.3,312.9
"8337",-9.84078,-46.0977,NA,0.44,0.38,"2020-10-22",1624,"2.0NRT",NA,4.5,"D",340,313.5
"8338",-9.77421,-45.91193,NA,0.43,0.38,"2020-10-22",1624,"2.0NRT",NA,19.8,"D",356.2,314.2
"8339",-9.7707,-45.91244,NA,0.43,0.38,"2020-10-22",1624,"2.0NRT",NA,19.8,"D",356.3,322.2
"8340",-9.39264,-43.42373,NA,0.38,0.36,"2020-10-22",1624,"2.0NRT",NA,14.7,"D",367,315.9
"8341",-9.78864,-46.13818,NA,0.44,0.38,"2020-10-22",1624,"2.0NRT",NA,3,"D",341.1,313.1
"8342",-8.28813,-36.69501,NA,0.52,0.5,"2020-10-22",1624,"2.0NRT",NA,19.2,"D",355.7,300.7
"8343",-9.78452,-46.13471,NA,0.44,0.38,"2020-10-22",1624,"2.0NRT",NA,7.3,"D",351.7,314.9
"8344",-9.79655,-46.2448,NA,0.45,0.39,"2020-10-22",1624,"2.0NRT",NA,27.3,"D",346.4,319.2
"8345",-9.89643,-46.9538,NA,0.48,0.4,"2020-10-22",1624,"2.0NRT",NA,6.5,"D",343.1,308.9
"8346",-9.79298,-46.2453,NA,0.45,0.39,"2020-10-22",1624,"2.0NRT",NA,16.5,"D",346.3,313.2
"8347",-9.89519,-46.97202,NA,0.48,0.4,"2020-10-22",1624,"2.0NRT",NA,14,"D",349.6,315.5
"8348",-9.89642,-46.98083,NA,0.48,0.4,"2020-10-22",1624,"2.0NRT",NA,113.6,"D",350.6,313.1
"8349",-9.89271,-46.98137,NA,0.48,0.4,"2020-10-22",1624,"2.0NRT",NA,113.6,"D",367,343.3
"8350",-9.88716,-46.96861,NA,0.48,0.4,"2020-10-22",1624,"2.0NRT",NA,11.2,"D",343.7,315.7
"8351",-9.88838,-46.97746,NA,0.48,0.4,"2020-10-22",1624,"2.0NRT",NA,9.7,"D",352,317.7
"8352",-9.889,-46.98191,NA,0.48,0.4,"2020-10-22",1624,"2.0NRT",NA,9.7,"D",348.7,314.2
"8353",-10.03585,-48.08232,NA,0.56,0.43,"2020-10-22",1624,"2.0NRT",NA,29.6,"D",333.3,302.7
"8354",-10.03718,-48.09211,NA,0.56,0.43,"2020-10-22",1624,"2.0NRT",NA,10.8,"D",343.3,304.7
"8355",-10.03191,-48.08305,NA,0.56,0.43,"2020-10-22",1624,"2.0NRT",NA,23.6,"D",340.4,311.6
"8356",-10.02795,-48.08367,NA,0.56,0.43,"2020-10-22",1624,"2.0NRT",NA,23.6,"D",333.8,302.7
"8357",-9.17803,-42.25106,NA,0.4,0.37,"2020-10-22",1624,"2.0NRT",NA,5.9,"D",341.5,315.3
"8358",-10.03757,-48.08341,NA,0.56,0.43,"2020-10-22",1624,"2.0NRT",NA,14,"D",336.4,303.8
"8359",-10.03825,-48.08823,NA,0.56,0.43,"2020-10-22",1624,"2.0NRT",NA,8.4,"D",331,305.1
"8360",-10.03896,-48.0932,NA,0.56,0.43,"2020-10-22",1624,"2.0NRT",NA,8.4,"D",339.5,304.5
"8361",-8.92943,-40.72842,NA,0.45,0.39,"2020-10-22",1624,"2.0NRT",NA,9.3,"D",342.4,311.2
"8362",-9.77093,-46.28468,NA,0.45,0.39,"2020-10-22",1624,"2.0NRT",NA,4.8,"D",340.1,312.8
"8363",-10.0297,-48.08492,NA,0.56,0.43,"2020-10-22",1624,"2.0NRT",NA,61.5,"D",334,305.2
"8364",-9.94504,-47.65566,NA,0.53,0.42,"2020-10-22",1624,"2.0NRT",NA,11.6,"D",337.4,309.6
"8365",-9.94573,-47.66054,NA,0.53,0.42,"2020-10-22",1624,"2.0NRT",NA,11.6,"D",344.7,310
"8366",-9.94049,-47.65131,NA,0.53,0.42,"2020-10-22",1624,"2.0NRT",NA,8.2,"D",337.3,309.3
"8367",-9.94187,-47.66108,NA,0.53,0.42,"2020-10-22",1624,"2.0NRT",NA,11.6,"D",353.3,311.8
"8368",-9.93801,-47.66164,NA,0.53,0.42,"2020-10-22",1624,"2.0NRT",NA,9,"D",348.7,311.4
"8369",-9.93416,-47.66222,NA,0.53,0.42,"2020-10-22",1624,"2.0NRT",NA,9,"D",339.2,310.6
"8370",-9.92576,-47.65848,NA,0.53,0.42,"2020-10-22",1624,"2.0NRT",NA,8.5,"D",335.9,308.4
"8371",-10.40108,-51.17986,NA,0.6,0.53,"2020-10-22",1624,"2.0NRT",NA,10.8,"D",344.1,268.6
"8372",-8.22144,-36.71416,NA,0.52,0.5,"2020-10-22",1624,"2.0NRT",NA,21.9,"D",342.7,304.4
"8373",-8.22225,-36.71892,NA,0.52,0.5,"2020-10-22",1624,"2.0NRT",NA,14.4,"D",337.5,300.3
"8374",-9.90913,-47.68043,NA,0.53,0.42,"2020-10-22",1624,"2.0NRT",NA,7.3,"D",343.3,305.9
"8375",-9.90189,-47.65664,NA,0.53,0.42,"2020-10-22",1624,"2.0NRT",NA,11.9,"D",355.3,311.5
"8376",-9.90256,-47.66147,NA,0.53,0.42,"2020-10-22",1624,"2.0NRT",NA,16.1,"D",352.3,307.7
"8377",-9.90392,-47.67126,NA,0.53,0.42,"2020-10-22",1624,"2.0NRT",NA,10.2,"D",347.4,304.9
"8378",-9.60943,-45.61734,NA,0.42,0.38,"2020-10-22",1624,"2.0NRT",NA,5.6,"D",347.2,311.8
"8379",-9.89804,-47.65722,NA,0.53,0.42,"2020-10-22",1624,"2.0NRT",NA,8.5,"D",333.5,306.5
"8380",-9.89938,-47.66689,NA,0.53,0.42,"2020-10-22",1624,"2.0NRT",NA,14.7,"D",351.9,306.4
"8381",-9.88449,-47.64451,NA,0.53,0.42,"2020-10-22",1624,"2.0NRT",NA,8.5,"D",340.8,306.1
"8382",-9.88582,-47.65419,NA,0.53,0.42,"2020-10-22",1624,"2.0NRT",NA,4.3,"D",338.6,309.6
"8383",-9.64423,-46.05959,NA,0.44,0.38,"2020-10-22",1624,"2.0NRT",NA,10.7,"D",347.7,315.5
"8384",-9.6383,-46.06867,NA,0.44,0.38,"2020-10-22",1624,"2.0NRT",NA,12.2,"D",345.5,317.1
"8385",-9.63917,-46.0679,NA,0.44,0.38,"2020-10-22",1624,"2.0NRT",NA,8.8,"D",348.7,317.5
"8386",-9.63976,-46.07191,NA,0.44,0.38,"2020-10-22",1624,"2.0NRT",NA,8.8,"D",342.9,313.9
"8387",-9.62017,-46.1608,NA,0.44,0.38,"2020-10-22",1624,"2.0NRT",NA,6.5,"D",341,315.6
"8388",-9.89591,-48.09526,NA,0.56,0.43,"2020-10-22",1624,"2.0NRT",NA,6.8,"D",334.8,305.5
"8389",-9.61605,-46.15734,NA,0.44,0.38,"2020-10-22",1624,"2.0NRT",NA,6.1,"D",345.9,315.2
"8390",-9.89267,-48.10099,NA,0.56,0.43,"2020-10-22",1624,"2.0NRT",NA,15.2,"D",343.8,303.9
"8391",-10.04368,-49.19265,NA,0.44,0.46,"2020-10-22",1624,"2.0NRT",NA,5.2,"D",337.4,294.9
"8392",-9.61251,-46.15789,NA,0.44,0.38,"2020-10-22",1624,"2.0NRT",NA,6.1,"D",345,313.4
"8393",-10.03941,-49.19325,NA,0.44,0.46,"2020-10-22",1624,"2.0NRT",NA,5.2,"D",353.2,294.2
"8394",-9.60954,-46.16246,NA,0.44,0.38,"2020-10-22",1624,"2.0NRT",NA,9.8,"D",353.3,315.5
"8395",-9.61012,-46.16648,NA,0.44,0.38,"2020-10-22",1624,"2.0NRT",NA,9.8,"D",348.8,314.8
"8396",-9.15234,-43.10629,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,15.3,"D",349.3,315.8
"8397",-9.35606,-44.48089,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,3.3,"D",333.1,306.5
"8398",-9.35659,-44.48447,NA,0.39,0.36,"2020-10-22",1624,"2.0NRT",NA,3.3,"D",337.7,309.8
"8399",-10.32244,-51.58957,NA,0.32,0.54,"2020-10-22",1624,"2.0NRT",NA,7.9,"D",341.3,279
"8400",-9.72074,-47.12516,NA,0.49,0.4,"2020-10-22",1624,"2.0NRT",NA,28.1,"D",347.5,311.8
"8401",-9.72137,-47.12965,NA,0.49,0.4,"2020-10-22",1624,"2.0NRT",NA,28.1,"D",342,314.2
"8402",-9.71701,-47.1257,NA,0.49,0.4,"2020-10-22",1624,"2.0NRT",NA,19.9,"D",367,316.3
"8403",-9.71638,-47.12121,NA,0.49,0.4,"2020-10-22",1624,"2.0NRT",NA,24.6,"D",349.5,311.8
"8404",-9.71764,-47.1302,NA,0.49,0.4,"2020-10-22",1624,"2.0NRT",NA,19.9,"D",346.9,312.8
"8405",-9.59492,-46.28838,NA,0.45,0.39,"2020-10-22",1624,"2.0NRT",NA,14.9,"D",346,313.8
"8406",-9.71265,-47.12175,NA,0.49,0.4,"2020-10-22",1624,"2.0NRT",NA,24.6,"D",346.7,314.5
"8407",-9.71328,-47.12626,NA,0.49,0.4,"2020-10-22",1624,"2.0NRT",NA,19.9,"D",352.3,314.7
"8408",-9.71391,-47.13075,NA,0.49,0.4,"2020-10-22",1624,"2.0NRT",NA,19.9,"D",348.1,311.8
"8409",-9.41224,-45.04831,NA,0.4,0.37,"2020-10-22",1624,"2.0NRT",NA,17.3,"D",346.6,314.1
"8410",-9.59077,-46.28482,NA,0.45,0.39,"2020-10-22",1624,"2.0NRT",NA,5.8,"D",339.8,313.9
"8411",-9.59193,-46.29296,NA,0.45,0.39,"2020-10-22",1624,"2.0NRT",NA,37.6,"D",347.9,315.1
"8412",-9.70829,-47.11778,NA,0.49,0.4,"2020-10-22",1624,"2.0NRT",NA,6.6,"D",341.1,311.7
